Owner ,Include,Startup Name,Description,Website,Financial Instrument,Customer,Consolidated Tag,Tag,Objective,Maturity (new),Funded,Funding Round,Funding amount ($),Country,Founded Year,Employees,Complete,Hero,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Maturity,0.4,0.6,0,Text to no.conversion,,,Consolidated Customer,API Integration,Financial/Non-Financial
,FALSE,SaveWallets,SaveWallets is an online savings management platform. Users have to sync their bank accounts to the platform and it tracks the progress of the users towards their financial goals. It automatically saves a percentage of user's expenditures to the savings account. Users can also set up regular debits from their savings account. It gives notifications regarding hidden charges and unwanted expenditures. It also gives alerts when user's account balance is low to avoid overdraft fees. It invests savings of the user in the investment portfolio chosen by the user depending upon the risk profile.,savewallets.com,,,#N/A,,Online savings management platform,,,Unfunded,,United Kingdom,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Savings Jar,Savings Jar is a savings and investment management platform. It offers tools to assist users in saving from their daily expenses and reducing debts. Provides guidance and plans to help in personal financial planning activities.,savings-jar.com,,,#N/A,,Savings and investment management platform,,,Unfunded,,USA,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,Wedurkids,"Wedurkids is a wedding savings provider. A part of Sairey Ventures, the company enables the parents pay a monthly contribution based on the package towards future basic wedding needs of their wards. Parents can upgrade or downgrade their packages based on their changing financial status.",wedurkids.com,,,#N/A,,Wedding savings provider,,,Deadpooled,,India,2016,,,,,,,,,,,,,,,#N/A,,
,TRUE,My Dobot,"DoBot is an automated micro-savings app. The users need to connect their checking accounts, DoBot then analyzes user income and spending habits, identifies ways to save money, then automatically moves small amounts of money from the checking account to the DoBot savings account on a regular basis.",mydobot.com,,Working Class,Automated Savings,Automated Savings,Direct micro-savings app,Mature,,Acquired,,USA,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Wherewithal,"Wherewithal allows you to earc cash rewards and save for life's adventures. As you shop online, you earn cash back. Rewards earned are automatically transferred to your savings account. It's up to you how you use the money! They have partnerships with hundreds of brands including Home Depot, Hotels.com, Expedia, NewEgg, Groupon, and Banana Republic.",getwherewithal.com,,,#N/A,,Cashback savings app from online shopping,,,Unfunded,,USA,2011,,,,,,,,,,,,,,,#N/A,,
,FALSE,Base Account,"Base Account is a savings management platform. Users can create a Base account and the platform creates a Reliance Liquid Fund (R) folio to park the user's savings. They log into IFTTT and connect applets. Every week, the platform adds up the triggers and emails the user a transfer link to move their money to the mutual fund or the savings account.",baseaccount.com,,,#N/A,,Savings management platform,,,Unfunded,,France,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Selectus,"Selectus provides salary packaging and saving management platform for employers and employees. It enables users to save taxes. It helps in managing expenses and savings for superannuation, cars, credit card bills, consumer devices, and more.",selectus.com.au,,,#N/A,,Salary packaging & saving management platform,,,Unfunded,,Australia,1998,,,,,,,,,,,,,,,#N/A,,
,FALSE,Olivia.ph,"Olivia is a goal-based savings app for females. Users can save for goals such as buying a car, starting a business, college education for their child or for themselves and retirement. The platform matches the users with certified investment solicitors and financial advisors, based on their goals. The minimum investment amount is P 1,000. App is available for Android platform.",olivia.ph,,,#N/A,,Goal-based savings app,,,Unfunded,,Philippines,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Clinc,"Clinc allows to track current account spending and analyse the results to find the optimum amount to save each month, which is then automatically deposited into Clinc savings account under Clinc's partner bank.",clincapp.com,,,#N/A,,Automatic savings planning,,,Unfunded,,Germany,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Chip In,"Chip In is a social savings app. It lets users create a goal, and sets time limit for each saving. Users get points for each target met, and these points can get them discounts.",getchipin.com,,,#N/A,,Social savings app,,,Deadpooled,,United Kingdom,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,DreamNumber,Dreamnumber is a goal-based financial planning platform. Users have to add their ﬁnancial information and goal timeline on the platform. The company offers a dashboard through which users can track their goal progress. The platform also offers suggestions if the goal is not on track. Pricing starts from $299.99 per year.,dreamnumber.io,,,#N/A,,Goal-based financial planning platform,,,Unfunded,,USA,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,OsusuMobile,"OsusuMobile is an online savings platform. Users have to send a text message to activate their  OsusuMobile account. They can make deposits, check the balance and withdraw cash using mobile web, USSD or SMS. User's savings money is stored in the partner bank that acts as an agent. The bank gets a commission every time the user makes a deposit with their organisation. The platform charges 5% of total savings on cash withdrawals from the user. Users can also invest the savings via the platform for a specified amount of time to get interests and benefits. The company also provides micro-loans to users after they have saved money via the platform for 3-6 months.",osusumobile.com,,,#N/A,,Online saving and investment platform,,,Unfunded,,Nigeria,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Zakatify,Zakatify is a savings management platform for making zakat donations in charities. Users can set their annual goals on the platform. They can add multiple charities to their portfolio. Allows the users to set up automatic monthly donations. They can also make manual donations.,zakatify.com,,,#N/A,,Zakat management platform,,,Unfunded,,USA,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Savely,"Savely is a goal-based savings management app. Users can set personalized savings goals and create a customized savings calendar. They can also set automated savings by connecting the app with their bank accounts. As of Nov 2018, the platform is in private beta.",savely.io,,,#N/A,,Goal-based savings management app,,,Unfunded,,USA,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Aggarwal Investment,"Aggarwal Investment provides an online investment platform for mutual funds, fixed deposits, equities, insurances, and more. It enables users to plan goals for education, marriage, holidays, wealth creation, retirement, and more. It offers tools for KYC and estimated return calculation.",aggarwalinvestment.com,,,#N/A,,Online investment platform,,,Unfunded,,India,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,HelloKana,"HelloKana is an automated savings platform. Users have to link their financial accounts with the platform. The platform analyses the transactions and provides reports and insights, based on expenses and spending patterns. The platform automatically transfers a small amount of money into the Kana savings account.",hellokana.com,,,#N/A,,Automated savings platfrom,,,Deadpooled,,Singapore,2018,,,,,,,,,,,,,,,#N/A,,
,TRUE,Dobot,Dobot is a savings management app. Users can set a savings goal and amount. The app automatically determines the safe savings amount and transfers that money into the Dobot savings account. Also provides customized savings advice to users. The app is available for iOS and Android platforms.,thedobotapp.com,,Working class,Automated Savings,Automated Savings,Savings management app,Emerging,,Acquired,,USA,2018,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Live.Give.Save,"Live.Give.Save. (LGS) is a mobile platform that helps consumers to spend and save through Micro-Self-Taxing. It lets user to allocate a portion of its spending to retirement savings. Also, user can donate a portion of their spending to their choice of charity. As of Oct 2016, it is yet to launch.",livegivesave.com,,,#N/A,,App to manage personal expenses and saves for retirement,,,Unfunded,,USA,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Save4Dream,"Save4Dream (S4D) is a social saving platform that aims to promote goal-oriented saving by rewarding users whenever a saving goal is achieved. Through the platform, users can save for their own financial goals for different categories such as travel, hobby, gadgets, etc. Upon reaching the savings target of the goal amount, users can avail discounts from S4D's partner merchants. As of Feb'17, the platform is yet to be launched.",save4dream.com,,,#N/A,,Automated goal oriented savings platform,,,Unfunded,,Malaysia,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Lean Financial,"Lean financial offers a tool for savings management. Users can set financial goals and assign date to them and the tool analyzes the amount to be saved and automatically adds it to deposits. On the day of purchase, the funds are automatically placed into the user's financial account.",leanfinancial.com,,,#N/A,,Savings management tool,,,Unfunded,,USA,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Quatromoney,,quatromoney.com,,,#N/A,,Savings platform for payment for education of children,,,Unfunded,,USA,,,,,,,,,,,,,,,,#N/A,,
,FALSE,Salvo,,salvo.ng,,,#N/A,,Goal-based saving platform,,,Unfunded,,Nigeria,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,OyeSavings,"OyeSavings is a savings management platform. Users can create a savings account on the platform. They can choose a savings plan, set a goal, target amount and a time frame. They can make savings through mobile money. When the money is mature, users can withdraw the money.",oyesavings.com,,,#N/A,,Savings management platform,,,Unfunded,,Cameroon,2019,,,,,,,,,,,,,,,#N/A,,
